date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
11-06-2021,28,22,0,12.9,6,4,6:23 AM,7:39 PM,5:53 AM,6:46 PM,17,26,26,24,31,51,64,0,1008,28,10,262,25,bengaluru
12-06-2021,28,21,0,12.9,6,11,7:13 AM,8:30 PM,5:53 AM,6:46 PM,17,26,26,24,35,57,66,0.2,1009,28,9,266,29,bengaluru
13-06-2021,26,21,0,10.6,5,19,8:06 AM,9:21 PM,5:53 AM,6:46 PM,17,24,24,23,39,68,71,0.1,1008,26,10,264,31,bengaluru
14-06-2021,25,21,0,8.1,5,26,9:00 AM,10:09 PM,5:54 AM,6:46 PM,17,24,24,22,37,90,74,0.3,1008,25,9,260,30,bengaluru
15-06-2021,27,21,0,12.9,5,34,9:54 AM,10:55 PM,5:54 AM,6:47 PM,17,25,25,24,39,66,66,0,1007,27,10,253,31,bengaluru
16-06-2021,27,20,0,12.9,6,42,10:47 AM,11:39 PM,5:54 AM,6:47 PM,16,24,24,23,38,41,67,0,1008,27,10,248,29,bengaluru
17-06-2021,28,20,0,12.9,6,49,11:40 AM,No moonset,5:54 AM,6:47 PM,16,25,25,24,33,30,66,0,1010,28,10,251,26,bengaluru
18-06-2021,29,20,0,12.9,6,57,12:32 PM,12:20 AM,5:54 AM,6:47 PM,16,25,25,24,33,27,63,0,1010,29,10,254,26,bengaluru
19-06-2021,29,20,0,12.9,7,64,1:26 PM,1:02 AM,5:54 AM,6:48 PM,16,25,25,24,33,20,62,0,1011,29,10,257,26,bengaluru
20-06-2021,27,20,0,12.9,5,72,2:21 PM,1:44 AM,5:55 AM,6:48 PM,16,25,25,24,30,38,65,0.1,1012,27,10,262,24,bengaluru
21-06-2021,28,20,0,11.9,5,79,3:20 PM,2:29 AM,5:55 AM,6:48 PM,17,25,25,24,27,55,66,0.4,1011,28,10,268,21,bengaluru
22-06-2021,30,22,0,12.9,6,87,4:22 PM,3:18 AM,5:55 AM,6:48 PM,15,27,27,26,22,37,56,0.1,1010,30,10,283,17,bengaluru
23-06-2021,31,23,0,12.9,6,94,5:27 PM,4:11 AM,5:55 AM,6:49 PM,15,27,27,27,18,37,52,0.5,1010,31,10,288,14,bengaluru
24-06-2021,29,22,0,12.9,6,100,6:33 PM,5:09 AM,5:56 AM,6:49 PM,16,26,26,25,24,53,58,3.4,1010,29,10,273,19,bengaluru
25-06-2021,30,21,0,12.9,6,100,7:39 PM,6:12 AM,5:56 AM,6:49 PM,15,26,26,25,28,32,55,0,1009,30,10,283,22,bengaluru
26-06-2021,31,22,0,12.9,6,83,8:39 PM,7:17 AM,5:56 AM,6:49 PM,15,27,27,26,25,34,53,0,1008,31,10,287,20,bengaluru
27-06-2021,28,23,0,12.9,6,75,9:34 PM,8:20 AM,5:56 AM,6:49 PM,17,26,26,25,22,47,61,2.4,1010,28,10,295,17,bengaluru
28-06-2021,28,23,0,9.4,6,68,10:21 PM,9:20 AM,5:57 AM,6:49 PM,18,27,27,25,13,73,63,5.8,1009,28,10,271,10,bengaluru
29-06-2021,30,23,0,10.6,6,60,11:05 PM,10:15 AM,5:57 AM,6:50 PM,18,28,28,26,15,62,60,8,1009,30,9,228,11,bengaluru
30-06-2021,29,24,0,8.1,6,53,11:44 PM,11:07 AM,5:57 AM,6:50 PM,18,28,28,27,14,77,61,6.2,1009,29,9,271,11,bengaluru
01-07-2021,28,23,0,10.6,6,51,No moonrise,11:55 AM,5:57 AM,6:50 PM,18,27,27,25,15,66,65,9.1,1008,28,10,259,11,bengaluru
02-07-2021,26,23,0,10.6,5,44,12:21 AM,12:42 PM,5:58 AM,6:50 PM,18,26,26,24,21,70,71,22.8,1008,26,9,271,13,bengaluru
03-07-2021,24,21,0,11.9,5,36,12:57 AM,1:28 PM,5:58 AM,6:50 PM,18,25,25,23,18,57,77,21.4,1010,24,9,265,12,bengaluru
04-07-2021,29,22,0,10.6,6,29,1:33 AM,2:14 PM,5:58 AM,6:50 PM,17,27,27,25,15,64,62,2.2,1009,29,10,276,11,bengaluru
05-07-2021,28,23,0,12.9,6,22,2:10 AM,3:02 PM,5:58 AM,6:50 PM,17,26,26,25,16,63,63,3.3,1009,28,10,290,13,bengaluru
06-07-2021,28,23,0,11.9,6,15,2:50 AM,3:51 PM,5:59 AM,6:50 PM,18,27,27,25,16,58,65,7.2,1007,28,10,311,12,bengaluru
